# mrk;kap;num;dos
frat.0aro;frataro;;NULL
frat.0aro.GEN;frataro;1;NULL
frat.0aro.REL;frataro;2;NULL
frat.ge0oj;gefratoj;;ekz_36
frat.hom0o;homfrato;;NULL
frauxd.0i;fraŭdi;;NULL
frauxd.0i.JUR;fraŭdi;;NULL
frauxd.0i.iun;fraŭdi;2;NULL
frauxd.0isto;fraŭdisto;;NULL
frauxd.de0i;defraŭdi;;NULL
frauxd.de0i.ion;defraŭdi;1;NULL
fraz.0aro;frazaro;;NULL
fraz.0elemento;frazelemento;;NULL
fraz.0elemento;frazmembro;;NULL
fraz.0i;frazi;;NULL
fraz.0isto;frazisto;;NULL
fraz.0o;frazo;;NULL
fraz.0o.KOMP;frazo;4;NULL
fraz.0o.MUZ;frazo;3;NULL
fraz.0parto;frazparto;;NULL
fraz.0parto.GRA;frazparto;;NULL
fraz.0rolo;frazrolo;;NULL
fraz.frap0o;frapfrazo;;NULL
fraz.frap0o.REK;frapfrazo;;NULL
frazeologi.0o;frazeologio;;NULL
frazeologi.0o.LIN;frazeologio;;NULL
frekve2.0ulo;frekventulo;;NULL
frekve2.0ulo;frekventanto;;NULL
frekve2.0ulo.KOMUNE;frekventulo;;NULL
frekve2.0ulo.KOMUNE;frekventanto;;NULL
fremd.0a;fremda;;NULL
fremd.0eco;fremdeco;;NULL
fremd.0eco.KOMUNE;fremdeco;;NULL
fremd.0igxo;fremdiĝo;;NULL
fremd.0igxo.malintimigxo;fremdiĝo;;NULL
fremd.0ismo;fremdismo;;NULL
fremd.0ismo.LIN;fremdismo;;NULL
fremd.0ulo;fremdulo;;NULL
fremd.0ulo.KOMUNE;fremdulo;;NULL
fremd.mal0a;malfremda;;NULL
fremd.mal0a.KOMUNE;malfremda;;NULL
frenez.0a;freneza;;NULL
frenez.0iga;freneziga;;NULL
frenez.0iga.KOMUNE;freneziga;;NULL
frenez.0ulejo;frenezulejo;;NULL
frenez.0ulejo.MED;frenezulejo;;NULL
frenez.0ulo;frenezulo;;NULL
frenez.0ulo.MED;frenezulo;;NULL
frenez.0umi;frenezumi;;NULL
frenez.0umi.KOMUNE;frenezumi;;NULL
frenol.0isto;frenologiisto;;NULL
frenol.0isto.SCI;frenologiisto;;NULL
frenolog.0o;frenologo;;NULL
frenolog.0o.frenologiisto;frenologo;;NULL
freon.0o;freono;;NULL
freon.0o.KEM;freono;;NULL
fresx.0e;freŝe;;NULL
fresx.0e.jxuse;freŝe;1;NULL
fresx.0e.stato;freŝe;2;NULL
fret.0i;freti;;NULL
fret.0i.ARKI;freti;;NULL
fret.0o;freto;;NULL
frid.0a;frida;;NULL
frid.0a.malvarma;frida;;NULL
frid.0i;fridi;;NULL
frid.0i.esti;fridi;;NULL
frigi.0a;frigia;;NULL
frigi.0o;Frigio;;NULL
frigi.0o.antikva;Frigio;;NULL
frikas.0i;frikasi;;NULL
fringe1.0oj;fringedoj;;NULL
fripon.0ajxo;friponaĵo;;NULL
fripon.0ajxo.KOMUNE;friponaĵo;;NULL
fripon.0emo;friponemo;;NULL
fripon.0emo.KOMUNE;friponemo;;NULL
fripon.0eto;friponeto;;NULL
fripon.0eto.KOMUNE;friponeto;;NULL
fripon.0i;friponi;;NULL
fripon.0i.sxteli;friponi;2;NULL
fripon.0i.trompi;friponi;1;NULL
fripon.0o;fripono;;NULL
fripon.0o.KOMUNE;fripono;;NULL
fripon.kun0o;kunfripono;;NULL
fripon.kun0o.KOMUNE;kunfripono;;NULL
fripon.pri0i;prifriponi;;NULL
fripon.pri0i.KOMUNE;prifriponi;;NULL
fris.0o;friso;;oa_2
fris.0o.TEA;friso;2;oa_2
fris2.0o;friso;;NULL
frit.0ajxo;fritaĵo;;NULL
frit.0o;frito;;NULL
frit.0o;fritado;;NULL
fritauxn.0o;Fritaŭno;;NULL
frivol.0a;frivola;;NULL
frivol.0a.maldeca;frivola;3;NULL
frivol.0eco;frivoleco;;NULL
frivol.0eco.PSI;frivoleco;;NULL
friz.0ejo;frizejo;;NULL
friz.0ejo.KOMUNE;frizejo;;NULL
frizur.0o;frizuro;;NULL
frok.0o;froko;;NULL
frond.0o;frondo;;NULL
front.0a;fronta;;NULL
front.0a.MIL;fronta;2;NULL
front.0al0e;frontalfronte;;NULL
front.0al0e.KOMUNE;frontalfronte;;NULL
front.0e_al;fronte al;;NULL
front.0e_al.rilate;fronte al;2;NULL
fronto.0o;frontono;;NULL
fronto.0o.ARKI;frontono;;NULL
frost.cxiam0o;ĉiamfrosto;;NULL
frost.cxiam0o;ĉiama frosto;;NULL
frost.cxiam0o.MET;ĉiamfrosto;;NULL
frost.cxiam0o.MET;ĉiama frosto;;NULL
frot.0a;frota;;NULL
frot.0a.rilata;frota;;NULL
frot.0sono;frotsono;;NULL
frot.0sono.KOMUNE;frotsono;1;NULL
frot.dis0i;disfroti;;NULL
frot.dis0i;trafroti;;NULL
frot.dis0i.KOMUNE;disfroti;;NULL
frot.dis0i.KOMUNE;trafroti;;NULL
frot.ek0akonsonanto;ekfrota konsonanto;;NULL
frot.el0i;elfroti;;NULL
frot.en0i;enfroti;;NULL
frot.inter0i;interfroti;;NULL
frot.inter0i;kunfroti;;NULL
fru.0i;frui;;NULL
fru.0i.horlogxo;frui;3;NULL
fru.0i.okazi;frui;1;NULL
fru.0i.senpersone;frui;2;NULL
fru.0tempe;frutempe;;NULL
fru.mal0e;malfrue;;NULL
fru.mal0o;malfruo;;NULL
frukt.0ajxo;fruktaĵo;;uv_A
frukt.0ajxo;fruktaĵo;;uv_A
frukt.0ajxo;fruktaĵo;;uv_A
frukt.0ajxo;fruktaĵo;;ekz_25
frukt.0ajxo;fruktaĵo;;ekz_25
frukt.0ajxo;fruktaĵo;;ekz_25
frukt.0ajxo;fruktaĵo;;ekz_25
frukt.0ero;fruktero;;NULL
frukt.0ero.BOT;fruktero;2;NULL
frukt.0ero.KOMUNE;fruktero;1;NULL
frukt.ferm0o;fermfrukto;;NULL
frukt.ferm0o.BOT;fermfrukto;;NULL
frukt.malferm0o;malfermfrukto;;NULL
frukt.malferm0o.BOT;malfermfrukto;;NULL
frukt.plur0o;plurfrukto;;NULL
frukt.plur0o.BOT;plurfrukto;;NULL
fruktoz.0o;fruktozo;;NULL
fruktoz.0o.KEM;fruktozo;;NULL
frustr.0i;frustri;;oa_9
frustr.0i;frustracii;;oa_9
frustr.0i.KOMUNE;frustri;;oa_9
frustr.0i.KOMUNE;frustracii;;oa_9
frustr.0o;frustro;;NULL
frustr.0o;frustracio;;NULL
frustr.0o.KOMUNE;frustro;;NULL
frustr.0o.KOMUNE;frustracio;;NULL
fu.0;fu;;NULL
fu.0.SON;fu;;NULL
fu.00;fu fu;;NULL
fu.00.SON;fu fu;;NULL
fugxouxo.0o;Fuĝoŭo;;NULL
fuk.0o;fuko;;oa_2
fuksi.0o;fuksio;;NULL
fuksin.0o;fuksino;;NULL
fulard.0o;fulardo;;NULL
fum.0ajxi;fumaĵi;;NULL
fum.0ajxi;fumumi;;NULL
fum.0ajxi.KOMUNE;fumaĵi;;NULL
fum.0ajxi.KOMUNE;fumumi;;NULL
fum.0anto;fumanto;;NULL
fum.0igxi;fumiĝi;;NULL
fum.ne0anto;nefumanto;;NULL
fum.ter0o;terfumo;;NULL
fum.ter0o.BOT;terfumo;;NULL
fund.0a;funda;;NULL
fund.0e;funde;;NULL
fund.0ede;funde de;;NULL
fund.0ede.KOMUNE;funde de;;NULL
fund.0o;fundo;;NULL
fund.0o.KOMUNE;fundo;1;NULL
fund.gxis0a;ĝisfunda;;NULL
fund.gxis0a.FIG;ĝisfunda;2;NULL
fund.gxis0a.space;ĝisfunda;1;NULL
fund.gxis0e;ĝisfunde;;NULL
fund.gxis0e.space;ĝisfunde;1;NULL
fund.sur0igxi;surfundiĝi;;NULL
fund.sur0igxi.KOMUNE;surfundiĝi;;NULL
fundam.0a;fundamenta;;NULL
fundam.0a.KON;fundamenta;1;NULL
fundam.0isma;fundamentisma;;NULL
fundam.0isma;fundamentista;;NULL
fundam.0o_de_Esperanto;Fundamento de Esperanto;;NULL
fundam.0o_de_Esperanto;Fundamento;;NULL
fundam.0o_de_Esperanto.ESP;Fundamento de Esperanto;;NULL
fundam.0o_de_Esperanto.ESP;Fundamento;;NULL
funebr.0a;funebra;;akkor_en
funebr.0a;funebra;;uv_F
funebr.0isto;funebristo;;NULL
funebr.0isto.FUN;funebristo;;NULL
funebr.0o;funebro;;NULL
fung.gisto0o;gistofungo;;NULL
funikl.0o;funiklo;;NULL
funkci.0igi;funkciigi;;NULL
funkci.0ismo;funkciismo;;NULL
funkci.0ismo.KOMUNE;funkciismo;;NULL
funkci.0ulo;funkciulo;;NULL
funkci.ciklometria0o;ciklometria funkcio;;NULL
funkci.cirkla0o;cirkla funkcio;;NULL
funkci.distribua0o;distribua funkcio;;NULL
funkci.elementa0o;elementa funkcio;;NULL
funkci.hiperbola0o;hiperbola funkcio;;NULL
funkci.inversa_hiperbola0o;inversa hiperbola funkcio;;NULL
funkci.inversa_trigonometria0o;inversa trigonometria funkcio;;NULL
funkci.mal0i;malfunkcii;;NULL
funkci.mal0i.KOMUNE;malfunkcii;;NULL
funkci.mal0igi;malfunkciigi;;NULL
funkci.mal0igi;senfunkciigi;;NULL
funkci.mal0igi.KOMUNE;malfunkciigi;;NULL
funkci.mal0igi.KOMUNE;senfunkciigi;;NULL
funkci.plursenca0o;plursenca funkcio;;NULL
funkci.racionala0o;racionala funkcio;;NULL
funkci.trigonometria0o;trigonometria funkcio;;NULL
funkci.unusenca0o;unusenca funkcio;;NULL
furagx.0i;furaĝi;;NULL
furagx.0i.KOMUNE;furaĝi;;NULL
furagx.0ujo;furaĝujo;;NULL
furagx.0ujo.AGR;furaĝujo;;NULL
furgon.0o;furgono;;NULL
furgon.0o.TRA;furgono;;NULL
furioz.0i;furiozi;;NULL
furioz.0i.KOMUNE;furiozi;;NULL
furioz.0igi;furiozigi;;NULL
furioz.0igi.PSI;furiozigi;;NULL
furlong.0o;furlongo;;NULL
furlong.0o.MEZ;furlongo;;NULL
furz.0o;furzo;;NULL
fust.0o;fusto;;NULL
fusx.0e;fuŝe;;NULL
futur.0ismo;futurismo;;NULL
futur.0ismo.20jc;futurismo;2;NULL
futur.0ismo.BELA;futurismo;1;NULL
futur.0isto;futuristo;;NULL
futur.0isto.BELA;futuristo;;NULL
futur.0o;futuro;;NULL
futur.0o.GRA;futuro;1;NULL
futur.0o.estonteco;futuro;2;NULL
fuzi.0o;fuzio;;NULL
fuzi.0o.FIZ;fuzio;;NULL
g.0;go;;oa_7
gabardin.0o;gabardino;;NULL
gabardin.0o.TEKS_sxtofo;gabardino;;NULL
gabl.0o;gablo;;NULL
gabl.0o.ARKI;gablo;1;NULL
gabl.0o.ARKI_ornama;gablo;2;NULL
gael.0o;gaelo;;NULL
gage.0o;gageo;;NULL
gaj.G0o;Gajo;;NULL
gaj.G0o.NOM;Gajo;;NULL
gaj.mal0o;malgajo;;NULL
gajn.0i;gajni;;NULL
gajn.0o;gajno;;NULL
gak.gik0;gik gak;;NULL
gak.gik0.SON;gik gak;;NULL
galabij.0o;galabijo;;NULL
galabij.0o.TEKS;galabijo;;NULL
galaktoz.0o;galaktozo;;NULL
galapag.0oj;Galapagoj;;NULL
galapag.0oj.insularo;Galapagoj;;NULL
galban.0o;galbano;;NULL
galban.0o.PAR;galbano;;NULL
galeri.0eto;galerieto;;NULL
galeri.0eto.MEB;galerieto;;NULL
galeri.0o;galerio;;NULL
galeri.0o.interdoma;galerio;2;NULL
galez.0o;Galezo;;NULL
galez.g0a;galeza;;NULL
gali.Odoranta_0o;Odoranta galio;;NULL
galile.0o;Galileo;;NULL
galinag.0o;galinago;;NULL
galinag.0o.ZOO;galinago;;NULL
galion.0o;galiono;;NULL
galjon.0o;galjono;;NULL
galjon.0o.mezurunuo;galjono;;NULL
galvan.0ajxo;galvanaĵo;;NULL
gam.0i;gami;;NULL
gam.0i.FIG;gami;;NULL
gam.0o;gamo;;NULL
gam1.0o;gamo;;NULL
gam1.0o.LIN;gamo;;NULL
gamb.0o;gambo;;NULL
gambi.G0o;Gambio;;NULL
gambi.G0o.GEOG;Gambio;;NULL
gana.G0o;Ganao;;NULL
gana.G0o.GEOG;Ganao;;NULL
gandarv.0o;gandarvo;;NULL
gandarv.0o.HIN;gandarvo;;NULL
ganesh.0o;Ganeŝo;;NULL
gangli1.0o;gangliono;;NULL
gangli1.0o.ganglio;gangliono;2;NULL
gangre.0o;gangreno;;NULL
gangster.0o;gangstero;;NULL
gangster.0o.JUR;gangstero;;NULL
ganimed.0o;Ganimedo;;NULL
ganimed.0o.AST;Ganimedo;1;NULL
ganimed.0o.MIT;Ganimedo;2;NULL
gap.0emo;gapemo;;NULL
garagx.0o;garaĝo;;oa_8
garant.0i;garantii;;NULL
garb.0o;garbo;;NULL
garb.0o.KOMUNE;garbo;1;NULL
gard.0i;gardi;;ekz_18
gard.0i.KOMUNE;gardi;1;ekz_18
gard.0i.teni;gardi;2;ekz_18
gard.0ilo;gardilo;;NULL
gard.0istejo;gardistejo;;NULL
gard.0istejo.KOMUNE;gardistejo;;NULL
gard.antaux0a;antaŭgarda;;NULL
gard.antaux0a.KOMUNE;antaŭgarda;;NULL
gard.arbar0isto;arbargardisto;;NULL
gard.arest0isto;arestgardisto;;NULL
gard.arest0isto;karcergardisto;;NULL
gard.cxeval0isto;ĉevalgardisto;;NULL
gard.dom0isto;domgardisto;;NULL
gard.dom0isto.KOMUNE;domgardisto;;NULL
gard.kluzo0isto;kluzogardisto;;NULL
gard.korpo0isto;korpogardisto;;NULL
gard.korpo0isto.KOMUNE;korpogardisto;;NULL
gard.lim0ejo;limgardejo;;NULL
gard.lim0ejo.MIL;limgardejo;;NULL
gard.lim0isto;limgardisto;;NULL
gard.lim0isto.MIL;limgardisto;;NULL
gard.nokto0isto;noktogardisto;;NULL
gard.nokto0isto.KOMUNE;noktogardisto;;NULL
gard.pac0isto;pacgardisto;;NULL
gard.plagxo0isto;plaĝogardisto;;NULL
gard.plagxo0isto.TUR;plaĝogardisto;;NULL
gard.pordo0isto;pordogardisto;;NULL
gard.rel0isto;relgardisto;;NULL
gard.rel0isto.FER;relgardisto;;NULL
gard.sen0ulo;sengardulo;;NULL
gard.sen0ulo;nesingardulo;;NULL
gard.sen0ulo.KOMUNE;sengardulo;;NULL
gard.sen0ulo.KOMUNE;nesingardulo;;NULL
gard.sin0ema;singardema;;NULL
gard.sin0ema.KOMUNE;singardema;;NULL
gard.sin0i;sin gardi;;NULL
gard.sin0i.KOMUNE;sin gardi;;NULL
gard.tur0isto;turgardisto;;NULL
garn.0ajxo0ilo;garnaĵo;;NULL
garn.0ajxo0ilo;garnilo;;NULL
garnit.distribua0o;distribua garnituro;;NULL
garnit.distribua0o.KOMP;distribua garnituro;;NULL
garnit.taks0o;taksgarnituro;;NULL
garnit.taks0o.KOMP;taksgarnituro;;NULL
garon.0o;Garono;;NULL
gas.0igi;gasigi;;NULL
gas.0igi.FIZ;gasigi;;NULL
gas.0ujo;gasujo;;NULL
gas.0ujo.gxenerale;gasujo;;NULL
gas.kuir0o;kuirgaso;;NULL
gas.larmo0o;larmogaso;;NULL
gas.larmo0o;larmiga gaso;;NULL
gas.larmo0o.KOMUNE;larmogaso;;NULL
gas.larmo0o.KOMUNE;larmiga gaso;;NULL
gas.mustarda_0o;mustarda gaso;;NULL
gas.mustarda_0o.KEM;mustarda gaso;;NULL
gas.skisto0o;skistogaso;;NULL
gas.venen0o;venengaso;;NULL
gas.venen0o;murdgaso;;NULL
gasojl.0o;gasojlo;;NULL
gasojl.0o.KEM;gasojlo;;NULL
gaspar.0o;Gasparo;;NULL
gaspar.0o.NOM;Gasparo;;NULL
gast.0i;gasti;;NULL
gast.0i.evento;gasti;2;NULL
gast.0iganto;gastiganto;;NULL
gast.0iganto.EKOL;gastiganto;2;NULL
gast.0igi;gastigi;;NULL
gast.0igi.evento;gastigi;2;NULL
gast.en0igxi;engastiĝi;;NULL
gast.junular0ejo;junulargastejo;;NULL
gast.mal0ama;malgastama;;NULL
gaston.0o;Gastono;;NULL
gaston.0o.NOM;Gastono;;NULL
gastor.0o;gastornito;;NULL
gastor.0o.ZOO;gastornito;;NULL
gastroenterolog.0o;gastroenterologo;;NULL
gastroenterolog.0o.MED;gastroenterologo;;NULL
gastroenterologi.0o;gastroenterologio;;NULL
gastroenterologi.0o.MED;gastroenterologio;;NULL
gatj.0o;gatjo;;NULL
gatj.0o.TEKS;gatjo;;NULL
gauxl.0a;gaŭla;;NULL
gauxl.0a;galla;;NULL
gauxs.0o;Gaŭso;;NULL
gauxs.0o.unuo;Gaŭso;;NULL
gauxs.g0a;gaŭsa;;NULL
gauxs.g0o;gaŭso;;NULL
gavi.0o;gavio;;NULL
gavial.0i;gaviali;;NULL
gavial.0o;gavialo;;NULL
gavial.0o.ZOO;gavialo;;NULL
gavial1.0oj;gavialedoj;;NULL
gazal.0o;gazalo;;NULL
gazal.0o.MUZ;gazalo;2;NULL
gazal.0o.POE;gazalo;1;NULL
gazet.0a;gazeta;;NULL
gazet.klacx0o;klaĉgazeto;;NULL
gazet.klacx0o.INF;klaĉgazeto;;NULL
gazet.mod0o;modgazeto;;NULL
gazet.mod0o.INF;modgazeto;;NULL
gazet.mur0o;murgazeto;;NULL
gazet.mur0o.INF;murgazeto;;NULL
gazet.tag0o;taggazeto;;NULL
gazet.tag0o.TIP;taggazeto;;NULL
gazet.viva0o;viva gazeto;;NULL
gazet.viva0o.TEA;viva gazeto;;NULL
gdansk.0o;Gdansko;;NULL
gdansk.0o.urbo;Gdansko;;NULL
gdinj.0o;Gdinjo;;NULL
gdinj.0o.urbo;Gdinjo;;NULL
ge.0;ge-;;ekz_36
ge.0.multenombro;ge-;1;ekz_36
ge.0.ununombro;ge-;2;ekz_36
ge.0igi;geigi;;NULL
ge.0igi.kompanion;geigi;2;NULL
ge1.0o;Geo;;NULL
gej.mal0a;malgeja;;NULL
gek.0o;geko;;NULL
gelate.0eca;gelateneca;;NULL
gelate.0eca.KOMUNE;gelateneca;;NULL
gem.0o;gemo;;oa_2
gem.0o.gliptiko;gemo;3;oa_2
gem.0o.intajlo;gemo;2;oa_2
gemar.0o;Gemaro;;NULL
gemar.0o.JUD;Gemaro;;NULL
gemolog.0o;gemologo;;NULL
gemolog.0o.MIN;gemologo;;NULL
gemut.0a;gemuta;;NULL
gemut.0a.KOMUNE;gemuta;;NULL
gen.0aro;genaro;;NULL
gen.0aro.GNT;genaro;;NULL
gener.0ado;generado;;NULL
gener.0ado.produktado;generado;1;NULL
gener.0o;genero;;NULL
gener.0o.ado;genero;1;NULL
gener.0o.gento;genero;2;NULL
gener.re0i;regeneri;;NULL
gener.re0i.BIO;regeneri;2;NULL
gener.re0i.produkti;regeneri;1;NULL
genera.sam0ano;samgeneraciano;;NULL
genera.sam0ano;samgeneraciulo;;NULL
genera.sam0ano.GEN;samgeneraciano;;NULL
genera.sam0ano.GEN;samgeneraciulo;;NULL
genera.trans0a;transgeneracia;;NULL
genera.trans0a.GEN;transgeneracia;;NULL
genera1.0a;generala;;NULL
genera1.0a.rilata;generala;;NULL
genez.0o;genezo;;NULL
genez.G0o;Genezo;;NULL
genez.angi0o;angigenezo;;NULL
genez.angi0o;angiogenezo;;NULL
genez.angi0o.FIZL;angigenezo;;NULL
genez.angi0o.FIZL;angiogenezo;;NULL
genez.embri0o;embrigenezo;;NULL
genez.embri0o;embriogenezo;;NULL
genez.embri0o.FIZL;embrigenezo;;NULL
genez.embri0o.FIZL;embriogenezo;;NULL
genez.kosmo0o;kosmogenezo;;NULL
genez.kosmo0o.AST;kosmogenezo;;NULL
genez.organ0o;organgenezo;;NULL
genez.organ0o;organogenezo;;NULL
genez.organ0o.FIZL;organgenezo;;NULL
genez.organ0o.FIZL;organogenezo;;NULL
genez.sporo0o;sporogenezo;;NULL
genez.sporo0o.BOT;sporogenezo;;NULL
geni.0ajxo;geniaĵo;;NULL
geni.0ajxo.KOMUNE;geniaĵo;;NULL
geni.0ulo;geniulo;;NULL
geni.0ulo.KOMUNE;geniulo;;NULL
genom.0o;genomo;;NULL
genom.0o.GNT;genomo;;NULL
genotip.0o;genotipo;;NULL
genotip.0o.GNT;genotipo;;NULL
gent.0estro;gentestro;;NULL
gent.0estro.ETN;gentestro;;NULL
gent.ali0ulo;aligentulo;;NULL
gent.ali0ulo;aligentano;;NULL
gent.ali0ulo.homo;aligentulo;;NULL
gent.ali0ulo.homo;aligentano;;NULL
gent.sam0ano;samgentano;;NULL
gent.sam0ano.GEN;samgentano;;NULL
genu.0i;genui;;NULL
genu.0i.KOMUNE;genui;;NULL
genu.0igi;genuigi;;NULL
genu.0igi.KOMUNE;genuigi;;NULL
genu.0igxilo;genuiĝilo;;NULL
genu.0igxilo.MEBL;genuiĝilo;;NULL
genu.sur0i;surgenui;;NULL
genu.sur0i.KOMUNE;surgenui;;NULL
geo.0;geo-;;NULL
geo.0.GEOG;geo-;;NULL
geocentr.0a;geocentra;;NULL
geocentr.0a.AST;geocentra;;NULL
geocentr.0ismo;geocentrismo;;NULL
geocentr.0ismo.AST;geocentrismo;;NULL
geogra1.fizika0o;fizika geografio;;NULL
geogra1.fizika0o;naturgeografio;;NULL
geogra1.fizika0o.GEOG;fizika geografio;;NULL
geogra1.fizika0o.GEOG;naturgeografio;;NULL
geohxemi.0isto;geoĥemiisto;;NULL
geohxemi.0isto;geokemiisto;;NULL
geohxemi.0isto.GEOL;geoĥemiisto;;NULL
geohxemi.0isto.GEOL;geokemiisto;;NULL
geohxemi.0o;geoĥemio;;NULL
geohxemi.0o;geokemio;;NULL
geohxemi.0o.GEOL;geoĥemio;;NULL
geohxemi.0o.GEOL;geokemio;;NULL
geokomputik.0o;geokomputiko;;NULL
geokomputik.0o.GEOG;geokomputiko;;NULL
geomet.0o;geometro;;NULL
geomet1.0a;geometria;;NULL
geomet1.0a.gxenerale;geometria;;NULL
geomorfologi.0isto;geomorfologiisto;;NULL
geomorfologi.0isto.GEOD;geomorfologiisto;;NULL
geomorfologi.0o;geomorfologio;;NULL
geomorfologi.0o.GEOD;geomorfologio;;NULL
geopolitik.0a;geopolitika;;NULL
geopolitik.0a.POL;geopolitika;;NULL
geopolitik.0o;geopolitiko;;NULL
geopolitik.0o.POL;geopolitiko;;NULL
geostrategi.0o;geostrategio;;NULL
geostrategi.0o.POL;geostrategio;;NULL
geoterm.0a;geoterma;;NULL
geoterm.0a.GEOL;geoterma;;NULL
geoterm.0ismo;geotermismo;;NULL
geoterm.0ismo.GEOL;geotermismo;;NULL
ger.0o;gero;;NULL
gerard.0o;Gerardo;;NULL
gerard.0o.NOM;Gerardo;;NULL
german1.0o;germano;;NULL
gertrud.0o;Gertrudo;;NULL
gerund.0o;gerundio;;NULL
gerund.0o.Esperanta;gerundio;2;NULL
gervaz.0o;Gervazo;;NULL
gervaz.0o.NOM;Gervazo;;NULL
gest.0ema;gestema;;NULL
gest.0ema.MOV;gestema;;NULL
gest.for0i;forgesti;;NULL
gest.for0i.KOMUNE;forgesti;;NULL
geta.0o;getao;;NULL
geta.0o.TEKS;getao;;NULL
gibon.0o;gibono;;NULL
gibon.0o.ZOO;gibono;;NULL
gigatun.0o;gigatuno;;NULL
gigatun.0o.TNT;gigatuno;2;NULL
gigatun.0o.pezo;gigatuno;1;NULL
gilbert.0o;Gilberto;;NULL
gilbert.0o.NOM;Gilberto;;NULL
gilgamesx.0o;Gilgameŝo;;NULL
gilgamesx.0o;Gilgameŝ;;NULL
gilgamesx.0o.PERS;Gilgameŝo;;NULL
gilgamesx.0o.PERS;Gilgameŝ;;NULL
gimnas.0ejo;gimnastejo;;NULL
gimnas.0ejo.gimnastikejo;gimnastejo;;NULL
gimnas.0ilo;gimnastilo;;NULL
gimnas.0ilo.gimnastikilo;gimnastilo;;NULL
gimnas1.0ejo;gimnastikejo;;NULL
gimnas1.0ejo.SPO;gimnastikejo;;NULL
gimnas1.0ilo;gimnastikilo;;NULL
gimnas1.0ilo.SPO;gimnastikilo;;NULL
gimnot.0o;gimnoto;;NULL
gimnot.0o.familio;gimnoto;;NULL
gine.0o;gineo;;NULL
gine.0o.EKON;gineo;;NULL
ginece.0o;gineceo;;NULL
ginece.0o.BOT;gineceo;2;NULL
ginget.0o;gingeto;;NULL
gink.0o;ginko;;NULL
gink.0o;ginkgo;;NULL
gink.0o.arbo;ginko;;NULL
gink.0o.arbo;ginkgo;;NULL
ginost.0o;ginostemo;;NULL
gips.0a;gipsa;;NULL
gips.0ajxo;gipsaĵo;;NULL
gips.0i;gipsi;;NULL
gips.0i;gipsumi;;NULL
gipur.0o;gipuro;;NULL
gipur.0o.TEKS;gipuro;;NULL
gir.0i;giri;;NULL
gir.0i.KOMUNE;giri;1;NULL
gis.0fera;gisfera;;NULL
gis.0fero;gisfero;;NULL
gis.0isto;gisisto;;NULL
gis.0isto.fandisto;gisisto;2;NULL
gis.0isto.muldisto;gisisto;1;NULL
gis.0o;giso;;NULL
gis.0o.ado;giso;1;NULL
gis.0o.ajxo;giso;2;NULL
gis.0o.fero;giso;3;NULL
giz.0o;Gizo;;NULL
glace.0igxi;glaceiĝi;;NULL
glace.0igxi.KOMUNE;glaceiĝi;;NULL
glace.mal0a;malglacea;;NULL
glace.mal0a.KOMUNE;malglacea;;NULL
glaci.0ejo;glaciejo;;NULL
glaci.0ejo.ujo;glaciejo;2;NULL
glaci.0pluvo;glacipluvo;;NULL
glaci.0pluvo.MET;glacipluvo;;NULL
glaci.0rivero;glacirivero;;NULL
glaci.0rivero.GEOG;glacirivero;;NULL
glaciolog.0o;glaciologo;;NULL
glaciolog.0o.SCI;glaciologo;;NULL
glaciologi.0isto;glaciologiisto;;NULL
glaciologi.0isto.SCI;glaciologiisto;;NULL
glaciologi.0o;glaciologio;;NULL
glaciologi.0o.SCI;glaciologio;;NULL
glacxer.0o;glaĉero;;NULL
glad.ne0enda;negladenda;;NULL
glagolic.0a;glagolica;;NULL
glagolic.0o;Glagolico;;NULL
glat.0umi;glatumi;;NULL
glat.0umi.KOMUNE;glatumi;;NULL
glat.mal0ajxo;malglataĵo;;NULL
glat.mal0ajxo.FIG;malglataĵo;2;NULL
glat.mal0ajxo.FIZ;malglataĵo;1;NULL
glauxk1.0a;glaŭka;;NULL
glauxk1.0o;glaŭko;;NULL
gli.0o;glio;;NULL
gli.0o.FIZL;glio;;NULL
gliom.0o;gliomo;;NULL
gliom.0o.MED;gliomo;;NULL
glit.0emigi;glitemigi;;NULL
glit.0emigi.KOMUNE;glitemigi;;NULL
glit.0ilo;glitilo;;uv_G
glit.0ilo.lameno;glitilo;3;uv_G
glit.0ilo.veturilo;glitilo;2;uv_G
glit.0o;glito;;NULL
glit.0o.FON;glito;2;NULL
glit.0o.licenco;glito;3;NULL
glit.0punkta;glitpunkta;;NULL
glit.0punkta;glitkoma;;NULL
glit.0punkta.KOMP;glitpunkta;;NULL
glit.0punkta.KOMP;glitkoma;;NULL
glit.de0i;degliti;;NULL
glit.de0i.KOMUNE;degliti;;NULL
glit.de0ilo;deglitilo;;NULL
glit.de0ilo.tobogano;deglitilo;;NULL
glit.el0i;elgliti;;NULL
glit.el0i;forgliti;;NULL
glit.el0i.glitanta;elgliti;1;NULL
glit.el0i.glitanta;forgliti;1;NULL
glit.en0i;engliti;;NULL
glit.en0i.KOMUNE;engliti;;NULL
glit.ter0o;terglito;;NULL
glit.ter0o.GEOL;terglito;;NULL
glob.0a;globa;;NULL
glob.0a.tergloba;globa;2;NULL
glob.blanka0eto;blanka globeto;;NULL
glob.blanka0eto.FIZL;blanka globeto;;NULL
glob.faden0o;fadenglobo;;NULL
glob.faden0o.TEKS;fadenglobo;;NULL
glob.jxet0o;ĵetglobo;;NULL
