#kap	mrk	lng	trd	ind
pa	pa.0	fr		bah !
produkti	produk.0i.BIO	de		hervorbringen
produkti	produk.0i.BIO	de		produzieren
produkti	produk.0i.BIO	en		produce
produkti	produk.0i.BIO	fr		produire
produkti	produk.0i.TEK	de		anfertigen
produkti	produk.0i.TEK	de		fabrizieren
produkti	produk.0i.TEK	de		produzieren
produkti	produk.0i.TEK	en		produce
produkti	produk.0i.TEK	fr		produire
produkto	produk.0o	NULL	NULL	NULL
produkto	produk.0o.produktajxo	de		Produkt
produkto	produk.0o.produktajxo	en		product
produkto	produk.0o.produktajxo	fr		produit
plusprodukto	produk.plus0o	fr		surplus
plusprodukto	produk.plus0o.EKON	fr		surplus
reprodukti	produk.re0i	en		reproduce
reprodukti	produk.re0i	fr		reproduire
reprodukti	produk.re0i.BIO	de		reproduzieren
reprodukti	produk.re0i.BIO	en		reproduce
reprodukti	produk.re0i.BIO	fr		reproduire
reprodukti	produk.re0i.TEK	de		reproduzieren
reprodukti	produk.re0i.TEK	de		nachbilden
reprodukti	produk.re0i.TEK	de		kopieren
reprodukti	produk.re0i.TEK	de		abdrucken
reprodukti	produk.re0i.TEK	en		reproduce
reprodukti	produk.re0i.TEK	fr		reproduire
subprodukto	produk.sub0o	fr		produit dérivé
subprodukto	produk.sub0o	fr		sous-produit
subprodukto	produk.sub0o.TEK	de		Nebenprodukt
subprodukto	produk.sub0o.TEK	fr		produit dérivé
subprodukto	produk.sub0o.TEK	fr		sous-produit
produktiva	produk1.0a	de		produktiv
produktiva	produk1.0a	fr		productif
produktiva	produk1.0a.multa	de		produktiv
produktiva	produk1.0a.multa	fr		productif
produktiva	produk1.0a.pova	de		produktiv
produktiva	produk1.0a.pova	fr		productif
produktiveco	produk1.0eco	de		Produktivität
produktiveco	produk1.0eco	en		productivity
produktiveco	produk1.0eco	fr		productivité
produktiveco	produk1.0eco.EKON	de		Produktivität
produktiveco	produk1.0eco.EKON	en		productivity
produktiveco	produk1.0eco.EKON	fr		productivité
produktiveco	produk1.0eco.KOMUNE	de		Produktivität
produktiveco	produk1.0eco.KOMUNE	en		productivity
produktiveco	produk1.0eco.KOMUNE	fr		productivité
produto	produt.0o	de		Produkt
produto	produt.0o.operacio	de		Produkt
produto	produt.0o.operacio	de		Produkt
produto	produt.0o.rezulto	de		Produkt
produto	produt.0o.rezulto	en	product (math.)	product
produto	produt.0o.rezulto	fr		produit
produto	produt.0o.rezulto	de		Produkt
ekstera produto	produt.ekstera0o	de		Kreuzprodukt
ekstera produto	produt.ekstera0o	de		Vektorprodukt
ekstera produto	produt.ekstera0o	de		vektorielles Produkt
ekstera produto	produt.ekstera0o	de		äußeres Produkt
hermita skalara produto	produt.hermita_skalara0o	de	Hermitesches Skalarprodukt	Skalarprodukt
hermita produto	produt.hermita_skalara0o	de	Hermitesches Skalarprodukt	Skalarprodukt
hermita skalara produto	produt.hermita_skalara0o	en	Hermitian (scalar) product	product
hermita produto	produt.hermita_skalara0o	en	Hermitian (scalar) product	product
hermita skalara produto	produt.hermita_skalara0o	fr	produit (scalaire) hermitien	produit
hermita produto	produt.hermita_skalara0o	fr	produit (scalaire) hermitien	produit
hermita skalara produto	produt.hermita_skalara0o.operacio	de	Hermitesches Skalarprodukt	Skalarprodukt
hermita produto	produt.hermita_skalara0o.operacio	de	Hermitesches Skalarprodukt	Skalarprodukt
hermita skalara produto	produt.hermita_skalara0o.operacio	en	Hermitian (scalar) product	product
hermita produto	produt.hermita_skalara0o.operacio	en	Hermitian (scalar) product	product
hermita skalara produto	produt.hermita_skalara0o.operacio	fr	produit (scalaire) hermitien	produit
hermita produto	produt.hermita_skalara0o.operacio	fr	produit (scalaire) hermitien	produit
hermita skalara produto	produt.hermita_skalara0o.rezulto	de	Hermitesches Skalarprodukt	Skalarprodukt
hermita produto	produt.hermita_skalara0o.rezulto	de	Hermitesches Skalarprodukt	Skalarprodukt
hermita skalara produto	produt.hermita_skalara0o.rezulto	en	Hermitian (scalar) product	product
hermita produto	produt.hermita_skalara0o.rezulto	en	Hermitian (scalar) product	product
hermita skalara produto	produt.hermita_skalara0o.rezulto	fr	produit (scalaire) hermitien	produit
hermita produto	produt.hermita_skalara0o.rezulto	fr	produit (scalaire) hermitien	produit
interna produto	produt.interna0o	de		inneres Produkt
interna produto	produt.interna0o	de		Skalarprodukt
kartezia produto	produt.kartezia0o	de	kartesisches Produkt	Produkt
kartezia produto	produt.kartezia0o	en	Cartesian product	product
kartezia produto	produt.kartezia0o	fr		produit cartésien
skalara produto	produt.skalara0o	en	scalar product	product
skalara produto	produt.skalara0o	de		Skalarprodukt
skalara produto	produt.skalara0o	fr		produit scalaire
skalara produto	produt.skalara0o.operacio	en	scalar product	product
skalara produto	produt.skalara0o.operacio	de		Skalarprodukt
skalara produto	produt.skalara0o.operacio	fr		produit scalaire
skalara produto	produt.skalara0o.rezulto	en	scalar product	product
skalara produto	produt.skalara0o.rezulto	de		Skalarprodukt
skalara produto	produt.skalara0o.rezulto	fr		produit scalaire
vektora produto	produt.vektora0o	de	vektorielles Produkt	Produkt
vektora produto	produt.vektora0o	en	vector product	product
vektora produto	produt.vektora0o	fr		produit vectoriel
vektora produto	produt.vektora0o.operacio	de	vektorielles Produkt	Produkt
vektora produto	produt.vektora0o.operacio	en	vector product	product
vektora produto	produt.vektora0o.operacio	fr		produit vectoriel
vektora produto	produt.vektora0o.rezulto	de	vektorielles Produkt	Produkt
vektora produto	produt.vektora0o.rezulto	en	vector product	product
vektora produto	produt.vektora0o.rezulto	fr		produit vectoriel
profana	profan.0a	en		profane
profana	profan.0a.civila	de		weltlich
profana	profan.0a.civila	de		säkular
profana	profan.0a.civila	de		heidnisch
profana	profan.0a.civila	de		gottlos
profana	profan.0a.civila	fr		profane
profana	profan.0a.civila	en		profane
profana	profan.0a.sakrilegia	de	unrein (Religion)	unrein
profana	profan.0a.sakrilegia	en		profane
profanado	profan.0ado	de		Entweihung
profanado	profan.0ado	de		Missachtung
profanado	profan.0ado	en		profanation
profanado	profan.0ado	fr		profanation
profani	profan.0i	en		profane
profani	profan.0i.FIG	de	gering achten	achten
profani	profan.0i.FIG	de		despektieren
profani	profan.0i.FIG	de		missachten
profani	profan.0i.FIG	fr	profaner (fig.)	profaner
profani	profan.0i.FIG	fr	violer (fig.)	violer
profani	profan.0i.FIG	en		profane
profani	profan.0i.REL	de		entweihen
profani	profan.0i.REL	de	brechen (rel. Vorschrift)	brechen
profani	profan.0i.REL	de	missachten (rel. Vorschrift)	missachten
profani	profan.0i.REL	fr		profaner
profani	profan.0i.REL	en		profane
profano	profan.0o	de	ein Weltlicher	Weltlicher
profano	profan.0o	de		Heide
profano	profan.0o	en		layman
profano	profan.0o.ago	en		profanation
profano	profan.0o.ago	en		desecration
profano	profan.0o.ago	de	ein Weltlicher	Weltlicher
profano	profan.0o.ago	de		Heide
profano	profan.0o.ago	en		layman
profanulo	profan.0ulo	de	ein Weltlicher	Weltlicher
profanulo	profan.0ulo	de		Heide
profanulo	profan.0ulo	de		Gottloser
profanulo	profan.0ulo	en		layman
profanulo	profan.0ulo.fremda	fr	profane (subst.)	profane
profanulo	profan.0ulo.fremda	de	ein Weltlicher	Weltlicher
profanulo	profan.0ulo.fremda	de		Heide
profanulo	profan.0ulo.fremda	de		Gottloser
profanulo	profan.0ulo.fremda	en		layman
profanulo	profan.0ulo.nekompetenta	fr	profane (subst., fig.)	profane
profanulo	profan.0ulo.nekompetenta	de	ein Weltlicher	Weltlicher
profanulo	profan.0ulo.nekompetenta	de		Heide
profanulo	profan.0ulo.nekompetenta	de		Gottloser
profanulo	profan.0ulo.nekompetenta	en		layman
profanulo	profan.0ulo.sakrilegia	de	ein Weltlicher	Weltlicher
profanulo	profan.0ulo.sakrilegia	de		Heide
profanulo	profan.0ulo.sakrilegia	de		Gottloser
profanulo	profan.0ulo.sakrilegia	en		layman
profesia	profes.0a	de		beruflich
profesia	profes.0a	en	professional (adj)	professional
profesia	profes.0a	fr	professionnel (adj.)	professionnel
profesia	profes.0a.KOMUNE	de		beruflich
profesia	profes.0a.KOMUNE	en	professional (adj)	professional
profesia	profes.0a.KOMUNE	fr	professionnel (adj.)	professionnel
profesii	profes.0i	de		praktizieren
profesii	profes.0i	en	practice (vt)	practice
profesii	profes.0i	fr		exercer (une profession)
profesii	profes.0i.KOMUNE	de		praktizieren
profesii	profes.0i.KOMUNE	en	practice (vt)	practice
profesii	profes.0i.KOMUNE	fr		exercer (une profession)
profesiisto	profes.0isto	de		Professioneller
profesiulo	profes.0isto	de		Professioneller
profesiisto	profes.0isto	en	professional (noun)	professional
profesiulo	profes.0isto	en	professional (noun)	professional
profesiisto	profes.0isto	fr	professionnel (subst.)	professionnel
profesiulo	profes.0isto	fr	professionnel (subst.)	professionnel
profesiisto	profes.0isto.KOMUNE	de		Professioneller
profesiulo	profes.0isto.KOMUNE	de		Professioneller
profesiisto	profes.0isto.KOMUNE	en	professional (noun)	professional
profesiulo	profes.0isto.KOMUNE	en	professional (noun)	professional
profesiisto	profes.0isto.KOMUNE	fr	professionnel (subst.)	professionnel
profesiulo	profes.0isto.KOMUNE	fr	professionnel (subst.)	professionnel
profesio	profes.0o	de		Beruf
profesio	profes.0o	en	profession (noun, job)	profession
profesio	profes.0o	fr		profession
profesio	profes.0o.KOMUNE	de		Beruf
profesio	profes.0o.KOMUNE	en	profession (noun, job)	profession
profesio	profes.0o.KOMUNE	fr		profession
profesio	profes.0o.memstara	de		Beruf
profesio	profes.0o.memstara	en	profession (noun, job)	profession
profesio	profes.0o.memstara	fr		profession
profesio	profes.0o.memstara	de		Freiberuf
libera profesio	profes.libera0o	NULL	NULL	NULL
libera profesio	profes.libera0o.HIS	de		freier Beruf
libera profesio	profes.libera0o.HIS	en		liberal arts profession
libera profesio	profes.libera0o.HIS	fr		profession libérale
samprofesiulo	profes.sam0ulo	fr		collègue
samprofesiano	profes.sam0ulo	fr		collègue
samprofesiulo	profes.sam0ulo.POL	fr		collègue
samprofesiano	profes.sam0ulo.POL	fr		collègue
profesoro	profes1.0o	fr		professeur
profesoro	profes1.0o.EVI	en		teacher
profesoro	profes1.0o.EVI	fr		professeur
profesoro	profes1.0o.PED	en		professor
profesoro	profes1.0o.PED	de		Professor
profesoro	profes1.0o.PED	fr		professeur
profetaĵo	profet.0ajxo	de		Prophezeiung
profetaĵo	profet.0ajxo	de		Verkündigung
profetaĵo	profet.0ajxo	de		Weissagung
profetaĵo	profet.0ajxo	en		prophecy
profetaĵo	profet.0ajxo	fr		prophétie
profetaĵo	profet.0ajxo.KOMUNE	de		Prophezeiung
profetaĵo	profet.0ajxo.KOMUNE	de		Verkündigung
profetaĵo	profet.0ajxo.KOMUNE	de		Weissagung
profetaĵo	profet.0ajxo.KOMUNE	en		prophecy
profetaĵo	profet.0ajxo.KOMUNE	fr		prophétie
profetaĵo	profet.0ajxo.REL	de		Prophezeiung
profetaĵo	profet.0ajxo.REL	de		Verkündigung
profetaĵo	profet.0ajxo.REL	de		Weissagung
profetaĵo	profet.0ajxo.REL	en		prophecy
profetaĵo	profet.0ajxo.REL	fr		prophétie
profeti	profet.0i	de		prophezeien
profeti	profet.0i	de		verkünden
profeti	profet.0i	de		weissagen
profeti	profet.0i	en		prophesy
profeti	profet.0i	fr		prophétiser
profeti	profet.0i.KOMUNE	de		prophezeien
profeti	profet.0i.KOMUNE	de		verkünden
profeti	profet.0i.KOMUNE	de		weissagen
profeti	profet.0i.KOMUNE	en		prophesy
profeti	profet.0i.KOMUNE	fr		prophétiser
profeti	profet.0i.REL	de		prophezeien
profeti	profet.0i.REL	de		verkünden
profeti	profet.0i.REL	de		weissagen
profeti	profet.0i.REL	en		prophesy
profeti	profet.0i.REL	fr		prophétiser
profeto	profet.0o	de		Prophet
profeto	profet.0o	de		Verkünder
profeto	profet.0o	en		prophet
profeto	profet.0o	en		seer
profeto	profet.0o	fr		prophète
profeto	profet.0o.KOMUNE	de		Prophet
profeto	profet.0o.KOMUNE	de		Verkünder
profeto	profet.0o.KOMUNE	en		prophet
profeto	profet.0o.KOMUNE	en		seer
profeto	profet.0o.KOMUNE	fr		prophète
profeto	profet.0o.REL	de		Prophet
profeto	profet.0o.REL	de		Verkünder
profeto	profet.0o.REL	en		prophet
profeto	profet.0o.REL	en		seer
profeto	profet.0o.REL	fr		prophète
profile	profil.0e	de	im Profil	Profil
profilo	profil.0o	de		Profil
profilo	profil.0o	fr		profil
profilo	profil.0o.KOMP	de		Profil
profilo	profil.0o.KOMP	fr		profil
profilo	profil.0o.ecaro	de		Eckdaten
profilo	profil.0o.ecaro	de		Profil
profilo	profil.0o.ecaro	fr		profil
profilo	profil.0o.sekco	de	Schnitt (Profil)	Schnitt
profilo	profil.0o.sekco	de		Querschnitt
profilo	profil.0o.sekco	de		Längsschnitt
profilo	profil.0o.sekco	en		cross-sectional view
profilo	profil.0o.sekco	de		Profil
profilo	profil.0o.sekco	fr		profil
profilo	profil.0o.vizagxo	en		profile
profilo	profil.0o.vizagxo	de		Profil
profilo	profil.0o.vizagxo	fr		profil
profilaktika	profilak.0a	de		prophylaktisch
profilakta	profilak.0a	de		prophylaktisch
profilaktika	profilak.0a	de		vorbeugend
profilakta	profilak.0a	de		vorbeugend
profilaktika	profilak.0a	en		prophylactic
profilakta	profilak.0a	en		prophylactic
profilaktika	profilak.0a	fr		prophylactique
profilakta	profilak.0a	fr		prophylactique
profilaktika	profilak.0a.MED	de		prophylaktisch
profilakta	profilak.0a.MED	de		prophylaktisch
profilaktika	profilak.0a.MED	de		vorbeugend
profilakta	profilak.0a.MED	de		vorbeugend
profilaktika	profilak.0a.MED	en		prophylactic
profilakta	profilak.0a.MED	en		prophylactic
profilaktika	profilak.0a.MED	fr		prophylactique
profilakta	profilak.0a.MED	fr		prophylactique
profilaktiko	profilak.0o	de		Prophylaxe
profilakto	profilak.0o	de		Prophylaxe
profilaktiko	profilak.0o	de		Präventivbehandlung
profilakto	profilak.0o	de		Präventivbehandlung
profilaktiko	profilak.0o	de		Vorbeugung
profilakto	profilak.0o	de		Vorbeugung
profilaktiko	profilak.0o	en		prophylaxis
profilakto	profilak.0o	en		prophylaxis
profilaktiko	profilak.0o	fr		prophylaxie
profilakto	profilak.0o	fr		prophylaxie
profilaktiko	profilak.0o.MED	de		Prophylaxe
profilakto	profilak.0o.MED	de		Prophylaxe
profilaktiko	profilak.0o.MED	de		Präventivbehandlung
profilakto	profilak.0o.MED	de		Präventivbehandlung
profilaktiko	profilak.0o.MED	de		Vorbeugung
profilakto	profilak.0o.MED	de		Vorbeugung
profilaktiko	profilak.0o.MED	en		prophylaxis
profilakto	profilak.0o.MED	en		prophylaxis
profilaktiko	profilak.0o.MED	fr		prophylaxie
profilakto	profilak.0o.MED	fr		prophylaxie
profilaktiko	profilak.0o.prevento	de		Prophylaxe
profilakto	profilak.0o.prevento	de		Prophylaxe
profilaktiko	profilak.0o.prevento	de		Präventivbehandlung
profilakto	profilak.0o.prevento	de		Präventivbehandlung
profilaktiko	profilak.0o.prevento	de		Vorbeugung
profilakto	profilak.0o.prevento	de		Vorbeugung
profilaktiko	profilak.0o.prevento	en		prophylaxis
profilakto	profilak.0o.prevento	en		prophylaxis
profilaktiko	profilak.0o.prevento	fr		prophylaxie
profilakto	profilak.0o.prevento	fr		prophylaxie
profita	profit.0a	de		gewinnbringend
profitdona	profit.0a	de		gewinnbringend
profita	profit.0a	de		nutzbringend
profitdona	profit.0a	de		nutzbringend
profita	profit.0a	de		vorteilhaft
profitdona	profit.0a	de		vorteilhaft
profita	profit.0a	de		ergiebig
profitdona	profit.0a	de		ergiebig
profita	profit.0a	de		gewinnerzielend
profitdona	profit.0a	de		gewinnerzielend
profita	profit.0a	de		profitabel
profitdona	profit.0a	de		profitabel
profita	profit.0a	de		einträglich
profitdona	profit.0a	de		einträglich
profita	profit.0a	de		ertragreich
profitdona	profit.0a	de		ertragreich
profita	profit.0a	fr		avantageux
profitdona	profit.0a	fr		avantageux
profita	profit.0a	fr		profitable
profitdona	profit.0a	fr		profitable
profite de	profit.0ede	de	zum Vorteil von	Vorteil
profite de	profit.0ede	fr		à la faveur de
profite de	profit.0ede.KOMUNE	de	zum Vorteil von	Vorteil
profite de	profit.0ede.KOMUNE	fr		à la faveur de
profitema	profit.0ema	de		profitgierig
profitama	profit.0ema	de		profitgierig
profitema	profit.0ema	de		gewinnsüchtig
profitama	profit.0ema	de		gewinnsüchtig
profitema	profit.0ema	en		greedy for profit
profitama	profit.0ema	en		greedy for profit
profitema	profit.0ema	fr	intéressé (cherchant son intérêt)	intéressé
profitama	profit.0ema	fr	intéressé (cherchant son intérêt)	intéressé
profitema	profit.0ema.PSI	de		profitgierig
profitama	profit.0ema.PSI	de		profitgierig
profitema	profit.0ema.PSI	de		gewinnsüchtig
profitama	profit.0ema.PSI	de		gewinnsüchtig
profitema	profit.0ema.PSI	en		greedy for profit
profitama	profit.0ema.PSI	en		greedy for profit
profitema	profit.0ema.PSI	fr	intéressé (cherchant son intérêt)	intéressé
profitama	profit.0ema.PSI	fr	intéressé (cherchant son intérêt)	intéressé
profitemo	profit.0emo	de		Profitgier
profitamo	profit.0emo	de		Profitgier
profitemo	profit.0emo	de		Gewinnsucht
profitamo	profit.0emo	de		Gewinnsucht
profitemo	profit.0emo	fr	esprit de lucre	lucre
profitamo	profit.0emo	fr	esprit de lucre	lucre
profitemo	profit.0emo.PSI	de		Profitgier
profitamo	profit.0emo.PSI	de		Profitgier
profitemo	profit.0emo.PSI	de		Gewinnsucht
profitamo	profit.0emo.PSI	de		Gewinnsucht
profitemo	profit.0emo.PSI	fr	esprit de lucre	lucre
profitamo	profit.0emo.PSI	fr	esprit de lucre	lucre
profiti	profit.0i	en		profit
profiti	profit.0i	fr		profiter
profiti	profit.0i	fr		bénéficier
profiti	profit.0i.EKON	de		profitieren
profiti	profit.0i.EKON	de		gewinnen
profiti	profit.0i.EKON	en		profit
profiti	profit.0i.EKON	fr		profiter
profiti	profit.0i.EKON	fr		bénéficier
profiti	profit.0i.KOMUNE	de		nutzen
profiti	profit.0i.KOMUNE	de		ausnutzen
profiti	profit.0i.KOMUNE	en		profit
profiti	profit.0i.KOMUNE	fr		profiter
profiti	profit.0i.KOMUNE	fr		bénéficier
profitigi	profit.0igi	de	profitieren lassen	profitieren
profitigi	profit.0igi	de		begünstigen
profitigi	profit.0igi	fr	faire profiter	profiter
profitigi	profit.0igi	fr	servir les intérêts de	intérêts
profitigi	profit.0igi.EKON	de	profitieren lassen	profitieren
profitigi	profit.0igi.EKON	de		begünstigen
profitigi	profit.0igi.EKON	fr	faire profiter	profiter
profitigi	profit.0igi.EKON	fr	servir les intérêts de	intérêts
profitigi	profit.0igi.KOMUNE	de	profitieren lassen	profitieren
profitigi	profit.0igi.KOMUNE	de		begünstigen
profitigi	profit.0igi.KOMUNE	fr	faire profiter	profiter
profitigi	profit.0igi.KOMUNE	fr	servir les intérêts de	intérêts
profito	profit.0o	fr		profit
profito	profit.0o	fr		bénéfice
profito	profit.0o.EKON	de		Gewinn
profito	profit.0o.EKON	de		Profit
profito	profit.0o.EKON	fr		profit
profito	profit.0o.EKON	fr		bénéfice
profito	profit.0o.KOMUNE	de		Nutzen
profito	profit.0o.KOMUNE	fr		profit
profito	profit.0o.KOMUNE	fr		bénéfice
malprofito	profit.mal0o	de		Verlust
malprofito	profit.mal0o	fr		dépens
malprofito	profit.mal0o	fr		perte
malprofito	profit.mal0o.malutilo	de		Verlust
malprofito	profit.mal0o.malutilo	fr		dépens
malprofito	profit.mal0o.malutilo	fr		perte
neprofitema	profit.ne0ema	de		uneigennützig
neprofitema	profit.ne0ema	de		selbstlos
neprofitema	profit.ne0ema	de		gemeinnützig
neprofitema	profit.ne0ema	fr		désintéressé
senprofita	profit.sen0a	de		unprofitabel
senprofita	profit.sen0a	de		profitlos
senprofita	profit.sen0a	en		profitless
troprofiti	profit.tro0i	de	rücksichtslos ausnutzen	ausnutzen
troprofiti	profit.tro0i	de		wuchern
troprofiti	profit.tro0i	de		ausbeuten
troprofiti	profit.tro0i	fr		abuser de
troprofiti	profit.tro0i	fr		exploiter
troprofiti	profit.tro0i.EKON	de	rücksichtslos ausnutzen	ausnutzen
troprofiti	profit.tro0i.EKON	de		wuchern
troprofiti	profit.tro0i.EKON	de		ausbeuten
troprofiti	profit.tro0i.EKON	fr		abuser de
troprofiti	profit.tro0i.EKON	fr		exploiter
troprofito	profit.tro0o	de		Wucher
troprofito	profit.tro0o	de		Geldschneiderei
troprofito	profit.tro0o	de		Nepp
troprofito	profit.tro0o	en		usury
troprofito	profit.tro0o	fr		usure
profunda	profun.0a	de		tief
profunda	profun.0a	en		deep
profunda	profun.0a	fr		profond
profunda	profun.0a.dimensie	de		tief
profunda	profun.0a.dimensie	en		deep
profunda	profun.0a.dimensie	fr		profond
profunda	profun.0a.ega	de		tief
profunda	profun.0a.ega	en		deep
profunda	profun.0a.ega	fr		profond
profunda	profun.0a.kerna	de		tief
profunda	profun.0a.kerna	en		deep
profunda	profun.0a.kerna	fr		profond
profunda	profun.0a.malsupera	de		tief
profunda	profun.0a.malsupera	en		deep
profunda	profun.0a.malsupera	fr		profond
profundeco	profun.0eco	de		Tiefe
profundeco	profun.0eco	fr	profondeur (fait d'être profond)	profondeur
profundeco	profun.0eco	de		Tiefe
profundegaĵo	profun.0egajxo	de		Abgrund
profundegaĵo	profun.0egajxo	fr		abime
profundegaĵo	profun.0egajxo	fr		abîme
profundegaĵo	profun.0egajxo	fr		gouffre
profundegaĵo	profun.0egajxo.KOMUNE	de		Abgrund
profundegaĵo	profun.0egajxo.KOMUNE	fr		abime
profundegaĵo	profun.0egajxo.KOMUNE	fr		abîme
profundegaĵo	profun.0egajxo.KOMUNE	fr		gouffre
profundego	profun.0ego	fr		abime
profundego	profun.0ego	fr		abîme
profundego	profun.0ego	fr		gouffre
profundego	profun.0ego.KOMUNE	fr		abime
profundego	profun.0ego.KOMUNE	fr		abîme
profundego	profun.0ego.KOMUNE	fr		gouffre
profundigi	profun.0igi	de		vertiefen
profundigi	profun.0igi	fr		approfondir
profundigi	profun.0igi.KOMUNE	de		vertiefen
profundigi	profun.0igi.KOMUNE	fr		approfondir
profundiĝi	profun.0igxi	de		sich vertiefen
profundiĝi	profun.0igxi	fr	s'enfoncer	enfoncer
profundiĝi	profun.0igxi.FIG	de		sich vertiefen
profundiĝi	profun.0igxi.FIG	fr	s'enfoncer	enfoncer
profundiĝi	profun.0igxi.KOMUNE	de		sich vertiefen
profundiĝi	profun.0igxi.KOMUNE	fr	s'enfoncer	enfoncer
profundo	profun.0o	de		Tiefe
profundo	profun.0o.dimensio	fr	profondeur (dimension)	profondeur
profundo	profun.0o.dimensio	de		Tiefe
profundo	profun.0o.profundajxo	fr		fond
profundo	profun.0o.profundajxo	fr	profondeur (abime)	profondeur
profundo	profun.0o.profundajxo	de		Tiefe
enprofundiĝi	profun.en0igxi	de	sich vertiefen	vertiefen
enprofundiĝi	profun.en0igxi	fr	s'engouffrer	engouffrer
enprofundiĝi	profun.en0igxi	fr	s'enfoncer	enfoncer
enprofundiĝi	profun.en0igxi.FIG	de	sich vertiefen	vertiefen
enprofundiĝi	profun.en0igxi.FIG	fr	s'engouffrer	engouffrer
enprofundiĝi	profun.en0igxi.FIG	fr	s'enfoncer	enfoncer
enprofundiĝi	profun.en0igxi.KOMUNE	de	sich vertiefen	vertiefen
enprofundiĝi	profun.en0igxi.KOMUNE	fr	s'engouffrer	engouffrer
enprofundiĝi	profun.en0igxi.KOMUNE	fr	s'enfoncer	enfoncer
malprofunda	profun.mal0a	de		flach
malprofunda	profun.mal0a	de		seicht
malprofunda	profun.mal0a	de		oberflächlich
malprofunda	profun.mal0a	fr	peu profond	profond
malprofunda	profun.mal0a	fr		superficiel
malprofunda	profun.mal0a.KOMUNE	de		flach
malprofunda	profun.mal0a.KOMUNE	de		seicht
malprofunda	profun.mal0a.KOMUNE	de		oberflächlich
malprofunda	profun.mal0a.KOMUNE	fr	peu profond	profond
malprofunda	profun.mal0a.KOMUNE	fr		superficiel
malprofundaĵo	profun.mal0ajxo	NULL	NULL	NULL
malprofundaĵo	profun.mal0ajxo.loko	de		Untiefe
malprofundaĵo	profun.mal0ajxo.loko	fr		haut-fond
prognozi	progno.0i	de		vorhersagen
prognozi	progno.0i	en		predict
prognozi	progno.0i	fr	annoncer (prévoir)	annoncer
prognozi	progno.0i	fr		prévoir
prognozi	progno.0i.antauxdiri	de		vorhersagen
prognozi	progno.0i.antauxdiri	en		predict
prognozi	progno.0i.antauxdiri	fr	annoncer (prévoir)	annoncer
prognozi	progno.0i.antauxdiri	fr		prévoir
prognozo	progno.0o	de		Prognose
prognozo	progno.0o	de		Vorhersage
prognozo	progno.0o	en		prognosis
prognozo	progno.0o	en		prediction
prognozo	progno.0o	fr		prévision
prognozo	progno.0o	fr		pronostic
prognozo	progno.0o.konjekto	de		Prognose
prognozo	progno.0o.konjekto	de		Vorhersage
prognozo	progno.0o.konjekto	en		prognosis
prognozo	progno.0o.konjekto	en		prediction
prognozo	progno.0o.konjekto	fr		prévision
prognozo	progno.0o.konjekto	fr		pronostic
veterprognozo	progno.veter0o	de		Wettervorhersage
veterprognozo	progno.veter0o	en		weather forecast
veterprognozo	progno.veter0o	fr	météo (prévisions)	météo
veterprognozo	progno.veter0o	fr		prévision météorologiques
programado	progra.0ado	NULL	NULL	NULL
programado	progra.0ado.KOMP	de		Programmierung
programado	progra.0ado.KOMP	de		Programmieren
programado	progra.0ado.KOMP	de		Softwareentwicklung
programado	progra.0ado.KOMP	de		Entwicklung
programado	progra.0ado.KOMP	en		programming
programado	progra.0ado.KOMP	en		software engineering
programado	progra.0ado.KOMP	fr		programmation
programado	progra.0ado.MAT	de	(mathematisches) Programmieren	Programmieren
programado	progra.0ado.MAT	en	(mathematical) programming	programming
programaro	progra.0aro	de		Software
programaro	progra.0aro	en		software
programaro	progra.0aro	fr		logiciel
programaro	progra.0aro.KOMP	de		Software
programaro	progra.0aro.KOMP	en		software
programaro	progra.0aro.KOMP	fr		logiciel
programaro	progra.0aro.TEL	de		Software
programaro	progra.0aro.TEL	en		software
programaro	progra.0aro.TEL	fr		logiciel
programero	progra.0ero	en	item (of a program or agenda)	item
programero	progra.0ero	fr		élément de programme
programero	progra.0ero.KOMUNE	de		Programmpunkt
programero	progra.0ero.KOMUNE	en	item (of a program or agenda)	item
programero	progra.0ero.KOMUNE	fr		élément de programme
programi	progra.0i	de		programmieren
programi	progra.0i	en		program
programi	progra.0i	fr		programmer
programi	progra.0i.KOMP	de		entwickeln
programi	progra.0i.KOMP	de		programmieren
programi	progra.0i.KOMP	en		program
programi	progra.0i.KOMP	fr		programmer
programi	progra.0i.KOMUNE	de		programmieren
programi	progra.0i.KOMUNE	en		program
programi	progra.0i.KOMUNE	fr		programmer
programisto	progra.0isto	de		Programmierer
programisto	progra.0isto	en		programmer
programisto	progra.0isto	fr		programmeur
programisto	progra.0isto.KOMP	de		Entwickler
programisto	progra.0isto.KOMP	de		Programmierer
programisto	progra.0isto.KOMP	en		programmer
programisto	progra.0isto.KOMP	fr		programmeur
programo	progra.0o	de		Programm
programo	progra.0o	en		program
programo	progra.0o	fr		programme
programo	progra.0o.KOMUNE	de		Programm
programo	progra.0o.KOMUNE	en		program
programo	progra.0o.KOMUNE	fr		programme
aplika programaro	progra.aplika_0aro	de		Anwendungssoftware
aplika programaro	progra.aplika_0aro	en		application software
aplika programaro	progra.aplika_0aro.KOMP	de		Anwendungssoftware
aplika programaro	progra.aplika_0aro.KOMP	en		application software
celprogramo	progra.cel0o	en		object program
celprogramo	progra.cel0o	en		target program
celprogramo	progra.cel0o	fr		programme objet
celprogramo	progra.cel0o.KOMP	de		Zielprogramm
